TRAD_COMMi,REGr,Value
atp,prt,0.357485562562943
atp,pry,0.645489275455475
atp,qat,9.99999997475243e-07
atp,rou,0.522112131118774
atp,rus,0.456131130456924
atp,rwa,0.804298102855682
atp,sau,0.32874807715416
atp,sen,0.766570091247559
atp,sgp,0.133487045764923
atp,slv,0.64721292257309
atp,svk,0.403904318809509
atp,svn,0.337163925170898
atp,swe,0.112862266600132
atp,tgo,0.810425162315369
atp,tha,0.605371475219727
atp,tto,0.391810417175293
atp,tun,0.625572860240936
atp,tur,0.498601824045181
atp,twn,0.380107939243317
atp,tza,0.805325210094452
atp,uga,0.816344380378723
atp,ukr,0.653381943702698
atp,ury,0.453723847866058
atp,usa,0.155566290020943
atp,ven,0.495262116193771
atp,vnm,0.738660156726837
atp,xac,0.734723806381226
atp,xca,0.609857618808746
atp,xcb,0.615930318832398
atp,xcf,0.677651703357697
atp,xea,0.714213371276856
atp,xec,0.756745219230652
atp,xee,0.720241904258728
atp,xef,0.115618959069252
atp,xer,0.562364280223846
atp,xna,0.0770833417773247
atp,xnf,0.595536828041077
atp,xoc,0.640485763549805
atp,xsa,0.796784400939941
atp,xsc,0.710846483707428
atp,xse,0.765510439872742
atp,xsm,0.548310697078705
atp,xsu,0.71346789598465
atp,xtw,0.309756428003311
atp,xwf,0.81382828950882
atp,xws,0.635750949382782
atp,zaf,0.546373248100281
atp,zmb,0.739751636981964
atp,zwe,0.786966681480408
b_t,alb,0.783756971359253
b_t,are,0.356771051883698
b_t,arg,0.656950354576111
b_t,arm,0.798892974853516
b_t,aus,0.217211604118347
b_t,aut,0.296023994684219
b_t,aze,0.736700594425201
b_t,bel,0.3164441883564
b_t,ben,0.850015878677368
b_t,bfa,0.825954854488373
b_t,bgd,0.831684231758118
b_t,bgr,0.749452829360962
b_t,bhr,0.560891628265381
b_t,blr,0.75682145357132
b_t,bol,0.800896167755127
b_t,bra,0.67748236656189
b_t,brn,0.451613366603851
b_t,bwa,0.740923881530762
b_t,can,0.283467262983322
b_t,che,0.099524162709713
b_t,chl,0.650907337665558
b_t,chn,0.751352608203888
b_t,civ,0.811982989311218
b_t,cmr,0.817720413208008
b_t,col,0.753011763095856
b_t,cri,0.73652720451355
b_t,cyp,0.519891083240509
b_t,cze,0.587567150592804
b_t,deu,0.333401709794998
b_t,dnk,0.241952925920486
b_t,dom,0.779401659965515
b_t,ecu,0.773744881153107
b_t,egy,0.804500758647919
b_t,esp,0.447303146123886
b_t,est,0.61639666557312
b_t,eth,0.85039484500885
b_t,fin,0.301893144845963
b_t,fra,0.355645954608917
b_t,gbr,0.360577523708344
b_t,geo,0.801653921604157
b_t,gha,0.803385674953461
b_t,gin,0.849217414855957
b_t,grc,0.468666404485703
b_t,gtm,0.805078327655792
b_t,hkg,0.400312185287476
b_t,hnd,0.805979490280151
b_t,hrv,0.644863426685333
b_t,hun,0.652056276798248
b_t,idn,0.785626828670502
b_t,ind,0.809321522712708
b_t,irl,0.341624766588211
b_t,irn,0.750393867492676
b_t,isr,0.430831462144852
b_t,ita,0.385644733905792
b_t,jam,0.781858205795288
b_t,jor,0.785747885704041
b_t,jpn,0.31557822227478
b_t,kaz,0.700701177120209
b_t,ken,0.830550014972687
b_t,kgz,0.841117382049561
b_t,khm,0.833409488201141
b_t,kor,0.54367470741272
b_t,kwt,0.415649622678757
b_t,lao,0.80915230512619
b_t,lka,0.80230700969696
b_t,ltu,0.632368743419647
b_t,lux,9.99999997475243e-07
b_t,lva,0.644070208072662
b_t,mar,0.79092800617218
b_t,mdg,0.846224427223206
b_t,mex,0.718147099018097
b_t,mlt,0.488852739334106
b_t,mng,0.774024486541748
b_t,moz,0.837890088558197
b_t,mus,0.724767148494721
b_t,mwi,0.844161689281464
b_t,mys,0.71972119808197
b_t,nam,0.766499698162079
b_t,nga,0.793816804885864
b_t,nic,0.818694055080414
b_t,nld,0.319027185440064
b_t,nor,0.0837132334709168
b_t,npl,0.837397396564484
b_t,nzl,0.391638070344925
b_t,omn,0.60035628080368
b_t,pak,0.819929480552673
b_t,pan,0.703854739665985
b_t,per,0.764864385128021
b_t,phl,0.809904336929321
b_t,pol,0.657146871089935
b_t,pri,0.457659512758255
b_t,prt,0.531061291694641
b_t,pry,0.79547518491745
b_t,qat,0.339714854955673
b_t,rou,0.715684652328491
b_t,rus,0.680196046829224
b_t,rwa,0.835772454738617
b_t,sau,0.599368691444397
b_t,sen,0.826122522354126
b_t,sgp,0.31702396273613
b_t,slv,0.79791247844696
b_t,svk,0.602151393890381
b_t,svn,0.513563334941864
b_t,swe,0.263068556785584
b_t,tgo,0.850825190544128
b_t,tha,0.772447824478149
b_t,tto,0.669623613357544
b_t,tun,0.784384906291962
b_t,tur,0.6976597905159
b_t,twn,0.585411608219147
b_t,tza,0.836123585700989
b_t,uga,0.847181260585785
b_t,ukr,0.79525101184845
b_t,ury,0.64592444896698
b_t,usa,0.270089477300644
b_t,ven,0.707789719104767
b_t,vnm,0.820192158222199
b_t,xac,0.798634827136993
b_t,xca,0.786711513996124
b_t,xcb,0.77921450138092
b_t,xcf,0.759470045566559
b_t,xea,0.784665167331696
b_t,xec,0.816056191921234
b_t,xee,0.827922403812408
b_t,xef,0.234827041625977
b_t,xer,0.748547077178955
b_t,xna,0.183136999607086
b_t,xnf,0.743560492992401
b_t,xoc,0.786520183086395
b_t,xsa,0.84192281961441
b_t,xsc,0.798869013786316
b_t,xse,0.813444495201111
b_t,xsm,0.754732251167297
b_t,xsu,0.779793381690979
b_t,xtw,0.491123497486115
b_t,xwf,0.84596848487854
b_t,xws,0.779747664928436
b_t,zaf,0.749416470527649
b_t,zmb,0.794813096523285
b_t,zwe,0.840280413627625
c_b,alb,0.918308734893799
c_b,are,0.999998986721039
c_b,arg,0.962327063083649
c_b,arm,0.891155421733856
c_b,aus,0.999998986721039
c_b,aut,0.999998986721039
c_b,aze,0.866047918796539
c_b,bel,0.999998986721039
c_b,ben,0.876172780990601
c_b,bfa,0.851964473724365
c_b,bgd,0.859894037246704
c_b,bgr,0.922629117965698
c_b,bhr,0.982250988483429
c_b,blr,0.916024148464203
c_b,bol,0.847675561904907
c_b,bra,0.955206394195557
c_b,brn,0.975890219211578
c_b,bwa,0.860468447208405
c_b,can,0.999998986721039
c_b,che,0.999998986721039
c_b,chl,0.957215428352356
c_b,chn,0.817251920700073
c_b,civ,0.845506072044373
c_b,cmr,0.849387586116791
c_b,col,0.912297904491425
c_b,cri,0.926357984542847
c_b,cyp,0.995652318000793
c_b,cze,0.974145174026489
c_b,deu,0.999998986721039
c_b,dnk,0.999998986721039
c_b,dom,0.926194190979004
c_b,ecu,0.885948717594147
c_b,egy,0.880478203296661
c_b,esp,0.999957084655762
c_b,est,0.974343121051788
c_b,eth,0.873485147953033
c_b,fin,0.999998986721039
c_b,fra,0.999998986721039
c_b,gbr,0.999998986721039
c_b,geo,0.894095122814179
c_b,gha,0.842568278312683
c_b,gin,0.870766639709473
c_b,grc,0.999998986721039
c_b,gtm,0.890005528926849
c_b,hkg,0.999998986721039
c_b,hnd,0.848557054996491
c_b,hrv,0.991099774837494
c_b,hun,0.966639935970306
c_b,idn,0.854591906070709
c_b,ind,0.844147861003876
c_b,irl,0.999998986721039
c_b,irn,0.896049618721008
c_b,isr,0.999998986721039
c_b,ita,0.999998986721039
c_b,jam,0.927597045898438
c_b,jor,0.921322345733643
c_b,jpn,0.999998986721039
c_b,kaz,0.935899615287781
c_b,ken,0.857546210289002
c_b,kgz,0.876114964485169
c_b,khm,0.856115221977234
c_b,kor,0.999998986721039
c_b,kwt,0.986169099807739
c_b,lao,0.846751034259796
c_b,lka,0.878710091114044
c_b,ltu,0.998158156871796
c_b,lux,0.999998986721039
c_b,lva,0.978092670440674
c_b,mar,0.864525735378265
c_b,mdg,0.867527365684509
c_b,mex,0.938038170337677
c_b,mlt,0.999998986721039
c_b,mng,0.821138143539429
c_b,moz,0.862769186496735
c_b,mus,0.950145840644836
c_b,mwi,0.868813633918762
c_b,mys,0.921173930168152
c_b,nam,0.857052266597748
c_b,nga,0.864728033542633
c_b,nic,0.854165256023407
c_b,nld,0.999998986721039
c_b,nor,0.999998986721039
c_b,npl,0.864778220653534
c_b,nzl,0.999998986721039
c_b,omn,0.928863883018494
c_b,pak,0.853383958339691
c_b,pan,0.976682424545288
c_b,per,0.894842386245728
c_b,phl,0.862997770309448
c_b,pol,0.962525367736816
c_b,pri,0.995842695236206
c_b,prt,0.99317330121994
c_b,pry,0.883016526699066
c_b,qat,0.964629113674164
c_b,rou,0.970259606838226
c_b,rus,0.944448411464691
c_b,rwa,0.857436776161194
c_b,sau,0.939920723438263
c_b,sen,0.854958713054657
c_b,sgp,0.999998986721039
c_b,slv,0.917722344398499
c_b,svk,0.978170812129974
c_b,svn,0.999998986721039
c_b,swe,0.999998986721039
c_b,tgo,0.874195694923401
c_b,tha,0.881404519081116
c_b,tto,0.948407709598541
c_b,tun,0.905252695083618
c_b,tur,0.977096199989319
c_b,twn,0.986553907394409
c_b,tza,0.860952913761139
c_b,uga,0.87015962600708
c_b,ukr,0.873474299907684
c_b,ury,0.970211446285248
c_b,usa,0.999998986721039
c_b,ven,0.944700956344604
c_b,vnm,0.8524449467659
c_b,xac,0.82470440864563
c_b,xca,0.875260770320892
c_b,xcb,0.883004784584045
c_b,xcf,0.789952874183655
c_b,xea,0.813616037368774
c_b,xec,0.846072912216187
c_b,xee,0.879544973373413
c_b,xef,0.999998986721039
c_b,xer,0.928977310657501
c_b,xna,0.999998986721039
c_b,xnf,0.832699239253998
c_b,xoc,0.882495105266571
c_b,xsa,0.867624223232269
c_b,xsc,0.837572515010834
c_b,xse,0.843744039535523
c_b,xsm,0.915359377861023
c_b,xsu,0.812665045261383
c_b,xtw,0.996504127979279
c_b,xwf,0.867199778556824
c_b,xws,0.864526510238648
c_b,zaf,0.913353264331818
c_b,zmb,0.821082651615143
c_b,zwe,0.860130250453949
cmn,alb,0.625290811061859
cmn,are,0.22221714258194
cmn,arg,0.456950813531876
cmn,arm,0.655855000019074
cmn,aus,0.086613804101944
cmn,aut,0.156249046325684
cmn,aze,0.545656740665436
cmn,bel,0.173782423138618
cmn,ben,0.795028030872345
cmn,bfa,0.792240381240845
cmn,bgd,0.793590068817139
cmn,bgr,0.559162199497223
cmn,bhr,0.358511477708817
cmn,blr,0.57230669260025
cmn,bol,0.704237043857575
cmn,bra,0.471399784088135
cmn,brn,0.211368173360825
cmn,bwa,0.545588612556458
cmn,can,0.142462119460106
cmn,che,9.99999997475243e-07
cmn,chl,0.446227163076401
cmn,chn,0.594869017601013
cmn,civ,0.752656638622284
cmn,cmr,0.757723152637482
cmn,col,0.56377637386322
cmn,cri,0.527924358844757
cmn,cyp,0.36137267947197
cmn,cze,0.370714902877808
cmn,deu,0.187361791729927
cmn,dnk,0.0959942936897278
cmn,dom,0.60102778673172
cmn,ecu,0.604196846485138
cmn,egy,0.672452092170715
cmn,esp,0.281416296958923
cmn,est,0.412356108427048
cmn,eth,0.824113249778748
cmn,fin,0.162214428186417
cmn,fra,0.206714645028114
cmn,gbr,0.22510726749897
cmn,geo,0.661982119083405
cmn,gha,0.73088264465332
cmn,gin,0.819890141487122
cmn,grc,0.326298415660858
cmn,gtm,0.663308382034302
cmn,hkg,0.250497430562973
cmn,hnd,0.700075149536133
cmn,hrv,0.43958905339241
cmn,hun,0.454744875431061
cmn,idn,0.655637264251709
cmn,ind,0.739367663860321
cmn,irl,0.151895791292191
cmn,irn,0.559943437576294
cmn,isr,0.263206452131271
cmn,ita,0.237801462411881
cmn,jam,0.60450154542923
cmn,jor,0.622533202171326
cmn,jpn,0.175945520401001
cmn,kaz,0.479316532611847
cmn,ken,0.785129845142365
cmn,kgz,0.766418993473053
cmn,khm,0.782235264778137
cmn,kor,0.33691132068634
cmn,kwt,0.136229187250137
cmn,lao,0.751917064189911
cmn,lka,0.675291776657105
cmn,ltu,0.444793224334717
cmn,lux,9.99999997475243e-07
cmn,lva,0.4500892162323
cmn,mar,0.664320111274719
cmn,mdg,0.817196071147919
cmn,mex,0.515161991119385
cmn,mlt,0.357003331184387
cmn,mng,0.663389265537262
cmn,moz,0.809337198734283
cmn,mus,0.531158268451691
cmn,mwi,0.820049345493317
cmn,mys,0.506149590015411
cmn,nam,0.589617788791657
cmn,nga,0.686253786087036
cmn,nic,0.731399595737457
cmn,nld,0.151648655533791
cmn,nor,9.99999997475243e-07
cmn,npl,0.797954380512238
cmn,nzl,0.235973536968231
cmn,omn,0.343600034713745
cmn,pak,0.756568372249603
cmn,pan,0.529981434345245
cmn,per,0.585965394973755
cmn,phl,0.701668560504913
cmn,pol,0.460331737995148
cmn,pri,0.317484766244888
cmn,prt,0.357485562562943
cmn,pry,0.645489275455475
cmn,qat,9.99999997475243e-07
cmn,rou,0.522112131118774
cmn,rus,0.456131130456924
cmn,rwa,0.804298102855682
cmn,sau,0.32874807715416
cmn,sen,0.766570091247559
cmn,sgp,0.133487045764923
cmn,slv,0.64721292257309
cmn,svk,0.403904318809509
cmn,svn,0.337163925170898
cmn,swe,0.112862266600132
cmn,tgo,0.810425162315369
cmn,tha,0.605371475219727
cmn,tto,0.391810417175293
cmn,tun,0.625572860240936
cmn,tur,0.498601824045181
cmn,twn,0.380107939243317
cmn,tza,0.805325210094452
cmn,uga,0.816344380378723
cmn,ukr,0.653381943702698
cmn,ury,0.453723847866058
cmn,usa,0.155566290020943
cmn,ven,0.495262116193771
cmn,vnm,0.738660156726837
cmn,xac,0.734723806381226
cmn,xca,0.609857618808746
cmn,xcb,0.615930318832398
cmn,xcf,0.677651703357697
cmn,xea,0.714213371276856
cmn,xec,0.756745219230652
cmn,xee,0.720241904258728
cmn,xef,0.115618959069252
cmn,xer,0.562364280223846
cmn,xna,0.0770833417773247
cmn,xnf,0.595536828041077
cmn,xoc,0.640485763549805
cmn,xsa,0.796784400939941
cmn,xsc,0.710846483707428
cmn,xse,0.765510439872742
cmn,xsm,0.548310697078705
cmn,xsu,0.71346789598465
cmn,xtw,0.309756428003311
cmn,xwf,0.81382828950882
cmn,xws,0.635750949382782
cmn,zaf,0.546373248100281
cmn,zmb,0.739751636981964
cmn,zwe,0.786966681480408
cmt,alb,0.743004560470581
cmt,are,0.301838576793671
cmt,arg,0.585525870323181
cmt,arm,0.76050078868866
cmt,aus,0.161483436822891
cmt,aut,0.23746819794178
cmt,aze,0.687262713909149
cmt,bel,0.25668865442276
cmt,ben,0.838278114795685
cmt,bfa,0.813673496246338
cmt,bgd,0.82103842496872
cmt,bgr,0.692114055156708
cmt,bhr,0.485357612371445
cmt,blr,0.709890902042389
cmt,bol,0.778125286102295
cmt,bra,0.607003211975098
cmt,brn,0.358168065547943
cmt,bwa,0.693183124065399
cmt,can,0.223857060074806
cmt,che,0.058398112654686
cmt,chl,0.577064096927643
cmt,chn,0.709579467773438
cmt,civ,0.799091041088104
cmt,cmr,0.802651464939117
cmt,col,0.696317672729492
cmt,cri,0.671985924243927
cmt,cyp,0.45998477935791
cmt,cze,0.507092595100403
cmt,deu,0.272217601537704
cmt,dnk,0.180765628814697
cmt,dom,0.722829461097717
cmt,ecu,0.729346215724945
cmt,egy,0.770256698131561
cmt,esp,0.380732446908951
cmt,est,0.544254183769226
cmt,eth,0.838070511817932
cmt,fin,0.243991985917091
cmt,fra,0.2943195104599
cmt,gbr,0.30379730463028
cmt,geo,0.765705943107605
cmt,gha,0.788604319095612
cmt,gin,0.839832544326782
cmt,grc,0.411138832569122
cmt,gtm,0.766241848468781
cmt,hkg,0.339778274297714
cmt,hnd,0.778811037540436
cmt,hrv,0.574987828731537
cmt,hun,0.583622395992279
cmt,idn,0.751700222492218
cmt,ind,0.791803658008575
cmt,irl,0.26472145318985
cmt,irn,0.699044048786163
cmt,isr,0.363456279039383
cmt,ita,0.325346052646637
cmt,jam,0.725279867649078
cmt,jor,0.738971531391144
cmt,jpn,0.256843954324722
cmt,kaz,0.634528040885925
cmt,ken,0.819341003894806
cmt,kgz,0.824914157390595
cmt,khm,0.820309102535248
cmt,kor,0.465018302202225
cmt,kwt,0.312981575727463
cmt,lao,0.799926698207855
cmt,lka,0.770567655563355
cmt,ltu,0.562394678592682
cmt,lux,9.99999997475243e-07
cmt,lva,0.571512639522553
cmt,mar,0.760336577892304
cmt,mdg,0.835193634033203
cmt,mex,0.647533595561981
cmt,mlt,0.438001126050949
cmt,mng,0.749454081058502
cmt,moz,0.827051818370819
cmt,mus,0.65864622592926
cmt,mwi,0.833315849304199
cmt,mys,0.651751577854157
cmt,nam,0.715945661067963
cmt,nga,0.764095306396484
cmt,nic,0.79672908782959
cmt,nld,0.250468045473099
cmt,nor,9.99999997475243e-07
cmt,npl,0.827481925487518
cmt,nzl,0.327842473983765
cmt,omn,0.516709864139557
cmt,pak,0.807487964630127
cmt,pan,0.64513885974884
cmt,per,0.715810000896454
cmt,phl,0.785273611545563
cmt,pol,0.592075288295746
cmt,pri,0.400625735521317
cmt,prt,0.463887691497803
cmt,pry,0.757981479167938
cmt,qat,0.219586282968521
cmt,rou,0.652241706848145
cmt,rus,0.608973801136017
cmt,rwa,0.82659900188446
cmt,sau,0.509106576442719
cmt,sen,0.812141478061676
cmt,sgp,0.242794156074524
cmt,slv,0.757354497909546
cmt,svk,0.532905697822571
cmt,svn,0.446591258049011
cmt,swe,0.200496152043343
cmt,tgo,0.843138456344605
cmt,tha,0.726536273956299
cmt,tto,0.561525344848633
cmt,tun,0.743727743625641
cmt,tur,0.629659116268158
cmt,twn,0.510799586772919
cmt,tza,0.823693871498108
cmt,uga,0.832147359848023
cmt,ukr,0.757193148136139
cmt,ury,0.575870931148529
cmt,usa,0.221545174717903
cmt,ven,0.637734234333038
cmt,vnm,0.799783885478973
cmt,xac,0.780895590782166
cmt,xca,0.733862996101379
cmt,xcb,0.734846293926239
cmt,xcf,0.736181855201721
cmt,xea,0.767224073410034
cmt,xec,0.804775476455689
cmt,xee,0.799003481864929
cmt,xef,0.1844103038311
cmt,xer,0.690896451473236
cmt,xna,0.13672998547554
cmt,xnf,0.709459662437439
cmt,xoc,0.743650496006012
cmt,xsa,0.831163704395294
cmt,xsc,0.777967929840088
cmt,xse,0.802558600902557
cmt,xsm,0.688294529914856
cmt,xsu,0.767000019550324
cmt,xtw,0.42009049654007
cmt,xwf,0.835220575332642
cmt,xws,0.744705498218536
cmt,zaf,0.684142112731934
cmt,zmb,0.780280828475952
cmt,zwe,0.825272262096405
cns,alb,0.590552926063538
cns,are,0.208880051970482
cns,arg,0.426015049219131
cns,arm,0.622375249862671
cns,aus,0.0723432451486588
cns,aut,0.1407660394907
cns,aze,0.507751941680908
cns,bel,0.158618897199631
cns,ben,0.788491785526276
cns,bfa,0.835611820220947
cns,bgd,0.811241149902344
cns,bgr,0.524329125881195
cns,bhr,0.327879309654236
cns,blr,0.535856306552887
cns,bol,0.674608945846558
cns,bra,0.43714252114296
cns,brn,0.165200039744377
cns,bwa,0.50050276517868
cns,can,0.126944601535797
cns,che,9.99999997475243e-07
cns,chl,0.413975715637207
cns,chn,0.555001378059387
cns,civ,0.751925647258759
cns,cmr,0.754960179328919
cns,col,0.521978259086609
cns,cri,0.489927679300308
cns,cyp,0.341962307691574
cns,cze,0.341986328363419
cns,deu,0.171531423926353
cns,dnk,0.0806787386536598
cns,dom,0.567225635051727
cns,ecu,0.569108784198761
cns,egy,0.640718638896942
cns,esp,0.261786222457886
cns,est,0.384157359600067
cns,eth,0.879849374294281
cns,fin,0.146975174546242
cns,fra,0.190090581774712
cns,gbr,0.210313737392426
cns,geo,0.631895780563355
cns,gha,0.720037996768951
cns,gin,0.846802115440369
cns,grc,0.310465931892395
cns,gtm,0.630912721157074
cns,hkg,0.233884409070015
cns,hnd,0.67569363117218
cns,hrv,0.414102226495743
cns,hun,0.426024734973907
cns,idn,0.620685577392578
cns,ind,0.727452218532562
cns,irl,0.130073308944702
cns,irn,0.51601243019104
cns,isr,0.244297474622726
cns,ita,0.221159428358078
cns,jam,0.570568323135376
cns,jor,0.589836716651917
cns,jpn,0.160876974463463
cns,kaz,0.441637426614761
cns,ken,0.793925285339356
cns,kgz,0.749204456806183
cns,khm,0.78536981344223
cns,kor,0.309694856405258
cns,kwt,0.0958701968193054
cns,lao,0.748261868953705
cns,lka,0.645060956478119
cns,ltu,0.42215621471405
cns,lux,9.99999997475243e-07
cns,lva,0.426499336957932
cns,mar,0.634296357631683
cns,mdg,0.858199596405029
cns,mex,0.478302717208862
cns,mlt,0.349328935146332
cns,mng,0.637457966804504
cns,moz,0.852099716663361
cns,mus,0.501543343067169
cns,mwi,0.881475567817688
cns,mys,0.469841718673706
cns,nam,0.550556004047394
cns,nga,0.661401271820068
cns,nic,0.71193528175354
cns,nld,0.13254177570343
cns,nor,9.99999997475243e-07
cns,npl,0.810482501983643
cns,nzl,0.217958137392998
cns,omn,0.295064210891724
cns,pak,0.746829569339752
cns,pan,0.506636440753937
cns,per,0.550658762454987
cns,phl,0.670507609844208
cns,pol,0.43147474527359
cns,pri,0.300743728876114
cns,prt,0.335594594478607
cns,pry,0.610907375812531
cns,qat,9.99999997475243e-07
cns,rou,0.493066042661667
cns,rus,0.418873369693756
cns,rwa,0.836572468280792
cns,sau,0.28402391076088
cns,sen,0.761961698532105
cns,sgp,0.110766962170601
cns,slv,0.616510391235352
cns,svk,0.376902550458908
cns,svn,0.315637826919556
cns,swe,0.0967560335993767
cns,tgo,0.815055370330811
cns,tha,0.563748717308044
cns,tto,0.354577332735062
cns,tun,0.589379191398621
cns,tur,0.469579368829727
cns,twn,0.350974082946777
cns,tza,0.852345168590546
cns,uga,0.864030361175537
cns,ukr,0.625689923763275
cns,ury,0.425883412361145
cns,usa,0.143640041351318
cns,ven,0.460208266973496
cns,vnm,0.722613453865051
cns,xac,0.738285422325134
cns,xca,0.573890328407288
cns,xcb,0.577956676483154
cns,xcf,0.671439468860626
cns,xea,0.700607419013977
cns,xec,0.751796662807465
cns,xee,0.692821025848389
cns,xef,0.103461153805256
cns,xer,0.526752948760986
cns,xna,0.0654630735516548
cns,xnf,0.558457970619202
cns,xoc,0.590440452098846
cns,xsa,0.800481200218201
cns,xsc,0.692481458187103
cns,xse,0.775698840618134
cns,xsm,0.510049998760223
cns,xsu,0.721208453178406
cns,xtw,0.286500453948975
cns,xwf,0.81876802444458
cns,xws,0.603254616260529
cns,zaf,0.508933901786804
cns,zmb,0.752869665622711
cns,zwe,0.78896164894104
coa,alb,0.590552926063538
coa,are,0.208880051970482
coa,arg,0.426015049219131
coa,arm,0.622375249862671
coa,aus,0.0723432451486588
coa,aut,0.1407660394907
coa,aze,0.507751941680908
coa,bel,0.158618897199631
coa,ben,0.788491785526276
coa,bfa,0.835611820220947
coa,bgd,0.811241149902344
coa,bgr,0.524329125881195
coa,bhr,0.327879309654236
coa,blr,0.535856306552887
coa,bol,0.674608945846558
coa,bra,0.43714252114296
coa,brn,0.165200039744377
coa,bwa,0.50050276517868
coa,can,0.126944601535797
coa,che,9.99999997475243e-07
coa,chl,0.413975715637207
coa,chn,0.555001378059387
coa,civ,0.751925647258759
coa,cmr,0.754960179328919
coa,col,0.521978259086609
coa,cri,0.489927679300308
coa,cyp,0.341962307691574
coa,cze,0.341986328363419
coa,deu,0.171531423926353
coa,dnk,0.0806787386536598
coa,dom,0.567225635051727
coa,ecu,0.569108784198761
coa,egy,0.640718638896942
coa,esp,0.261786222457886
coa,est,0.384157359600067
coa,eth,0.879849374294281
coa,fin,0.146975174546242
coa,fra,0.190090581774712
coa,gbr,0.210313737392426
coa,geo,0.631895780563355
coa,gha,0.720037996768951
coa,gin,0.846802115440369
coa,grc,0.310465931892395
coa,gtm,0.630912721157074
coa,hkg,0.233884409070015
coa,hnd,0.67569363117218
coa,hrv,0.414102226495743
coa,hun,0.426024734973907
coa,idn,0.620685577392578
coa,ind,0.727452218532562
coa,irl,0.130073308944702
coa,irn,0.51601243019104
coa,isr,0.244297474622726
coa,ita,0.221159428358078
coa,jam,0.570568323135376
coa,jor,0.589836716651917
coa,jpn,0.160876974463463
coa,kaz,0.441637426614761
coa,ken,0.793925285339356
coa,kgz,0.749204456806183
coa,khm,0.78536981344223
coa,kor,0.309694856405258
coa,kwt,0.0958701968193054
coa,lao,0.748261868953705
coa,lka,0.645060956478119
coa,ltu,0.42215621471405
coa,lux,9.99999997475243e-07
coa,lva,0.426499336957932
coa,mar,0.634296357631683
coa,mdg,0.858199596405029
coa,mex,0.478302717208862
coa,mlt,0.349328935146332
coa,mng,0.637457966804504
coa,moz,0.852099716663361
coa,mus,0.501543343067169
coa,mwi,0.881475567817688
coa,mys,0.469841718673706
coa,nam,0.550556004047394
coa,nga,0.661401271820068
coa,nic,0.71193528175354
coa,nld,0.13254177570343
coa,nor,9.99999997475243e-07
coa,npl,0.810482501983643
coa,nzl,0.217958137392998
coa,omn,0.295064210891724
coa,pak,0.746829569339752
coa,pan,0.506636440753937
coa,per,0.550658762454987
coa,phl,0.670507609844208
coa,pol,0.43147474527359
coa,pri,0.300743728876114
coa,prt,0.335594594478607
coa,pry,0.610907375812531
coa,qat,9.99999997475243e-07
coa,rou,0.493066042661667
coa,rus,0.418873369693756
