TRAD_COMMi,REGr,Value
b_t,est,0.717625311967182
b_t,eth,0.159959113647213
b_t,fin,0.73713311063992
b_t,fra,0.057264822024827
b_t,gbr,0.0125330196700764
b_t,geo,0.635499845216632
b_t,gha,0.504915926599792
b_t,gin,0.0345374965878967
b_t,grc,0.390416588180156
b_t,gtm,0.757666930193451
b_t,hkg,0.223104786079438
b_t,hnd,0.112306809020386
b_t,hrv,0.39088131977039
b_t,hun,0.491663917797981
b_t,idn,0.921857642169812
b_t,ind,0.619108759460963
b_t,irl,0.433565642903665
b_t,irn,0.946849796124789
b_t,isr,0.272852937136954
b_t,ita,0.692399839825257
b_t,jam,0.621319698270879
b_t,jor,0.142369332935309
b_t,jpn,0.944699697469386
b_t,kaz,0.875550157415476
b_t,ken,0.813846783166578
b_t,kgz,0.720878900388981
b_t,khm,0.398582811801801
b_t,kor,0.100890325284291
b_t,kwt,0.272705199406074
b_t,lao,0.215455813084919
b_t,lka,0.500944951621956
b_t,ltu,0.9631654835536
b_t,lux,0.596657995060874
b_t,lva,0.130189397891565
b_t,mar,0.472009373250908
b_t,mdg,0.0736036769873611
b_t,mex,0.474574892160973
b_t,mlt,0.936948676639019
b_t,mng,0.882868562551445
b_t,moz,0.750660903291449
b_t,mus,0.107828038415996
b_t,mwi,0.193578499393913
b_t,mys,0.449345928963405
b_t,nam,0.268648608581984
b_t,nga,0.995434542994172
b_t,nic,0.265262700210657
b_t,nld,0.47472321196729
b_t,nor,0.879174173756109
b_t,npl,0.12859992356374
b_t,nzl,0.411386826476162
b_t,omn,0.889819515803875
b_t,pak,0.149520306865714
b_t,pan,0.310998713778056
b_t,per,0.647718810979577
b_t,phl,0.876338589305422
b_t,pol,0.135071167027955
b_t,pri,0.265650453954126
b_t,prt,0.198219540057379
b_t,pry,0.143159477291192
b_t,qat,0.452478868513853
b_t,rou,0.528147062774833
b_t,rus,0.98071481793884
b_t,rwa,0.165751097195021
b_t,sau,0.0782685354792289
b_t,sen,0.0255950222853958
b_t,sgp,0.347167242557299
b_t,slv,0.0279140674051406
b_t,svk,0.0409292597466264
b_t,svn,0.236540920708843
b_t,swe,0.524071537735259
b_t,tgo,0.0948386541352471
b_t,tha,0.771046498731864
b_t,tto,0.565804296749374
b_t,tun,0.167546455563115
b_t,tur,0.737304614976564
b_t,twn,0.17227133534577
b_t,tza,0.438963588388754
b_t,uga,0.0692293023111333
b_t,ukr,0.35943635016105
b_t,ury,0.265766611065742
b_t,usa,0.246214347184692
b_t,ven,0.66553158339451
b_t,vnm,0.940389113371648
b_t,xac,0.768371276529801
b_t,xca,0.391205929737595
b_t,xcb,0.573447399163863
b_t,xcf,0.0568551126286954
b_t,xea,0.590190523911153
b_t,xec,0.00594272035856735
b_t,xee,0.429676063957993
b_t,xef,0.705686221578619
b_t,xer,0.0230149486954378
b_t,xna,0.750241904669829
b_t,xnf,0.488217959497755
b_t,xoc,0.956096852342851
b_t,xsa,0.0328296388263227
b_t,xsc,0.566776965294077
b_t,xse,0.770062769822532
b_t,xsm,0.828031645389034
b_t,xsu,0.0556879265800313
b_t,xtw,0.677133183417763
b_t,xwf,0.510380406101321
b_t,xws,0.284442596930347
b_t,zaf,0.297867853268321
b_t,zmb,0.532657277792833
b_t,zwe,0.865260548908545
c_b,alb,0.780536763995532
c_b,are,0.852819153727443
c_b,arg,0.721640505586175
c_b,arm,0.755489755018518
c_b,aus,0.245442669288471
c_b,aut,0.790677257581099
c_b,aze,0.946041738979401
c_b,bel,0.619958487852564
c_b,ben,0.784755005783264
c_b,bfa,0.226547666830412
c_b,bgd,0.434975402371559
c_b,bgr,0.913761175399887
c_b,bhr,0.82343666761454
c_b,blr,0.332082178086606
c_b,bol,0.232146963152265
c_b,bra,0.755678549789609
c_b,brn,0.0706916157404457
c_b,bwa,0.0608852134324665
c_b,can,0.221768663112469
c_b,che,0.427935497980619
c_b,chl,0.491159209965207
c_b,chn,0.454042073544365
c_b,civ,0.307118326502029
c_b,cmr,0.450176629308963
c_b,col,0.427516209019771
c_b,cri,0.793678589409524
c_b,cyp,0.263455312205916
c_b,cze,0.142903010662595
c_b,deu,0.438881544390213
c_b,dnk,0.896717405662465
c_b,dom,0.989589407344226
c_b,ecu,0.836661032489685
c_b,egy,0.034188574260998
c_b,esp,0.0216606118895469
c_b,est,0.866593513999852
c_b,eth,0.203239625917281
c_b,fin,0.830196086616041
c_b,fra,0.209931330453356
c_b,gbr,0.120324064403677
c_b,geo,0.424065595978688
c_b,gha,0.032001856774177
c_b,gin,0.429656712278006
c_b,grc,0.356535629373463
c_b,gtm,0.656790765401962
c_b,hkg,0.666951861896876
c_b,hnd,0.307017337810647
c_b,hrv,0.220972970646349
c_b,hun,0.321455018212858
c_b,idn,0.716370559886719
c_b,ind,0.255249035740603
c_b,irl,0.907068567715565
c_b,irn,0.623947675272342
c_b,isr,0.645774355385212
c_b,ita,0.500264757358058
c_b,jam,0.822995613921773
c_b,jor,0.5497048480172
c_b,jpn,0.892050318520163
c_b,kaz,0.860134815425461
c_b,ken,0.170569847119291
c_b,kgz,0.558267970253094
c_b,khm,0.367513710421162
c_b,kor,0.137957664918647
c_b,kwt,0.0349873065578816
c_b,lao,0.785700905842759
c_b,lka,0.973467256505849
c_b,ltu,0.833681413704881
c_b,lux,0.70615446424789
c_b,lva,0.509280724970926
c_b,mar,0.0929468349241822
c_b,mdg,0.926132779503233
c_b,mex,0.761520401369938
c_b,mlt,0.939703858543898
c_b,mng,0.914429817096167
c_b,moz,0.376868221490222
c_b,mus,0.402661926849842
c_b,mwi,0.812802158223491
c_b,mys,0.348645184944932
c_b,nam,0.997395194721164
c_b,nga,0.529244135275948
c_b,nic,0.633216485512134
c_b,nld,0.933332993057516
c_b,nor,0.0439313100889712
c_b,npl,0.422838572807905
c_b,nzl,0.893280711674898
c_b,omn,0.915904283096459
c_b,pak,0.587146467978463
c_b,pan,0.0274920827365279
c_b,per,0.141483245317935
c_b,phl,0.395421887461311
c_b,pol,0.588619207077347
c_b,pri,0.349083216502029
c_b,prt,0.67826728010763
c_b,pry,0.43832694384492
c_b,qat,0.235939491728963
c_b,rou,0.46214502486749
c_b,rus,0.695035683459839
c_b,rwa,0.192224881567602
c_b,sau,0.447742316488869
c_b,sen,0.373664318096427
c_b,sgp,0.229258441967353
c_b,slv,0.980742558024368
c_b,svk,0.0718361015455475
c_b,svn,0.60670816543971
c_b,swe,0.797695776287644
c_b,tgo,0.312976481549695
c_b,tha,0.859088491520588
c_b,tto,0.372141293500518
c_b,tun,0.629864423197672
c_b,tur,0.138388818672378
c_b,twn,0.590675846303564
c_b,tza,0.0253470104189406
c_b,uga,0.342743565858706
c_b,ukr,0.413121942364802
c_b,ury,0.661253470957114
c_b,usa,0.0876843355993797
c_b,ven,0.0256433983421557
c_b,vnm,0.40362029077426
c_b,xac,0.505268360937049
c_b,xca,0.0805276319512006
c_b,xcb,0.114131754050125
c_b,xcf,0.112052824594284
c_b,xea,0.663977800768347
c_b,xec,0.622624572867244
c_b,xee,0.666920772549282
c_b,xef,0.0179303116008644
c_b,xer,0.957884140584252
c_b,xna,0.151613715098812
c_b,xnf,0.239556784399805
c_b,xoc,0.731260396022927
c_b,xsa,0.945105689731776
c_b,xsc,0.492140201955833
c_b,xse,0.426593927253218
c_b,xsm,0.175265771442905
c_b,xsu,0.389824858439702
c_b,xtw,0.45235134789272
c_b,xwf,0.457664373460948
c_b,xws,0.790688185465358
c_b,zaf,0.526466720417668
c_b,zmb,0.211261358857666
c_b,zwe,0.881749641033887
cmn,alb,0.707578665473043
cmn,are,0.0660077964904547
cmn,arg,0.317755118094452
cmn,arm,0.478788764657642
cmn,aus,0.387625737623803
cmn,aut,0.418228495065248
cmn,aze,0.632182365168048
cmn,bel,0.773725842959343
cmn,ben,0.849438754118054
cmn,bfa,0.557643690854188
cmn,bgd,0.0432744756765206
cmn,bgr,0.200085706272603
cmn,bhr,0.325347042573857
cmn,blr,0.884471368735085
cmn,bol,0.344417815748684
cmn,bra,0.334011618462992
cmn,brn,0.00997821048239685
cmn,bwa,0.280293132943451
cmn,can,0.086939220366493
cmn,che,0.608308143435215
cmn,chl,0.0899659674711499
cmn,chn,0.159431308129768
cmn,civ,0.999217927165751
cmn,cmr,0.00171097558484237
cmn,col,0.966368121282565
cmn,cri,0.240881459572734
cmn,cyp,0.745473935472365
cmn,cze,0.432956798748374
cmn,deu,0.158323645580977
cmn,dnk,0.492466133467111
cmn,dom,0.109239809769431
cmn,ecu,0.333342887127094
cmn,egy,0.0681959079315327
cmn,esp,0.158762755141784
cmn,est,0.765625005734206
cmn,eth,0.413674428579277
cmn,fin,0.629569454374373
cmn,fra,0.921739616363211
cmn,gbr,0.21046935931095
cmn,geo,0.549187936623639
cmn,gha,0.700048003269258
cmn,gin,0.824673548349269
cmn,grc,0.0376820224663384
cmn,gtm,0.252651898027127
cmn,hkg,0.796264035322938
cmn,hnd,0.870596026523369
cmn,hrv,0.695944880403393
cmn,hun,0.908848659641921
cmn,idn,0.392177940071395
cmn,ind,0.251347283269237
cmn,irl,0.692765057703267
cmn,irn,0.654220665791037
cmn,isr,0.00663055936842849
cmn,ita,0.110809656280682
cmn,jam,0.271796180344774
cmn,jor,0.378260517065188
cmn,jpn,0.284108446979555
cmn,kaz,0.566315328249698
cmn,ken,0.115594850021655
cmn,kgz,0.68059148334707
cmn,khm,0.251080422170312
cmn,kor,0.772368394145335
cmn,kwt,0.033013212147912
cmn,lao,0.655318146443449
cmn,lka,0.162706207264645
cmn,ltu,0.905788282779631
cmn,lux,0.973887930107747
cmn,lva,0.792753078754105
cmn,mar,0.383590991625213
cmn,mdg,0.213669226826494
cmn,mex,0.90752303801433
cmn,mlt,0.585326805865392
cmn,mng,0.0372744844444179
cmn,moz,0.176370951556371
cmn,mus,0.62612552355931
cmn,mwi,0.194698575981969
cmn,mys,0.16392740129917
cmn,nam,0.979295163188513
cmn,nga,0.559039768056854
cmn,nic,0.926174529446045
cmn,nld,0.694645912242905
cmn,nor,0.235096684912801
cmn,npl,0.81946009563213
cmn,nzl,0.152700903959003
cmn,omn,0.457113969912387
cmn,pak,0.165332265978297
cmn,pan,0.20479933849517
cmn,per,0.0783853086594883
cmn,phl,0.408959500423957
cmn,pol,0.605556033724495
cmn,pri,0.0519736708515314
cmn,prt,0.356476216467923
cmn,pry,0.876700681205504
cmn,qat,0.216202309932063
cmn,rou,0.851255087225284
cmn,rus,0.494254358617137
cmn,rwa,0.640973871453823
cmn,sau,0.38362767634757
cmn,sen,0.167887062825977
cmn,sgp,0.665862173604758
cmn,slv,0.0787749089790741
cmn,svk,0.400324098388567
cmn,svn,0.624722482406113
cmn,swe,0.0826250367142503
cmn,tgo,0.812070839342618
cmn,tha,0.565959282017938
cmn,tto,0.708477955725485
cmn,tun,0.204482991438041
cmn,tur,0.93502221369491
cmn,twn,0.608700257156539
cmn,tza,0.893892885068859
cmn,uga,0.930308045962942
cmn,ukr,0.665804480150059
cmn,ury,0.832539504398494
cmn,usa,0.979292062356244
cmn,ven,0.334420904573866
cmn,vnm,0.63231377125914
cmn,xac,0.0364205367043868
cmn,xca,0.628065770748264
cmn,xcb,0.337008877625998
cmn,xcf,0.450236067592992
cmn,xea,0.464153800496162
cmn,xec,0.747636024648946
cmn,xee,0.27410604240959
cmn,xef,0.563742742245335
cmn,xer,0.403505977211968
cmn,xna,0.764234885025904
cmn,xnf,0.873518214020251
cmn,xoc,0.864359138737361
cmn,xsa,0.835734530676212
cmn,xsc,0.432005783642767
cmn,xse,0.849341719115872
cmn,xsm,0.152345234679296
cmn,xsu,0.861732146141877
cmn,xtw,0.87816759233228
cmn,xwf,0.211429659451103
cmn,xws,0.364149132087818
cmn,zaf,0.369106938669897
cmn,zmb,0.0246138831460991
cmn,zwe,0.752753156221219
cmt,alb,0.755770987559988
cmt,are,0.00852277508928124
cmt,arg,0.0802159480168152
cmt,arm,0.515645584602946
cmt,aus,0.562938899558942
cmt,aut,0.611717121784423
cmt,aze,0.356595962423855
cmt,bel,0.763513461194635
cmt,ben,0.40743806163437
cmt,bfa,0.886736444751608
cmt,bgd,0.394788275064845
cmt,bgr,0.603783249638838
cmt,bhr,0.304851668404467
cmt,blr,0.279233953553301
cmt,bol,0.449752832988759
cmt,bra,0.816442499684667
cmt,brn,0.743503767510465
cmt,bwa,0.481534027531409
cmt,can,0.753257447287979
cmt,che,0.185690273604118
cmt,chl,0.167896250071849
cmt,chn,0.949589867584147
cmt,civ,0.0450362084779252
cmt,cmr,0.288242140447385
cmt,col,0.965603763101383
cmt,cri,0.663473052655952
cmt,cyp,0.0308138885369314
cmt,cze,0.826997038197052
cmt,deu,0.715252350596666
cmt,dnk,0.444701461272594
cmt,dom,0.664959016974431
cmt,ecu,0.841407567574078
cmt,egy,0.240205696998385
cmt,esp,0.80320768213165
cmt,est,0.245006462654285
cmt,eth,0.40761617788232
cmt,fin,0.711260301461209
cmt,fra,0.314615214826303
cmt,gbr,0.117733579346788
cmt,geo,0.0172669325650275
cmt,gha,0.032307075713096
cmt,gin,0.169457650668505
cmt,grc,0.168375079296343
cmt,gtm,0.0375106287240283
cmt,hkg,0.943417551289035
cmt,hnd,0.030288522381229
cmt,hrv,0.0226687833106401
cmt,hun,0.613549797474459
cmt,idn,0.201709859956489
cmt,ind,0.286253547935254
cmt,irl,0.112721853021484
cmt,irn,0.412510399474954
cmt,isr,0.313736187551152
cmt,ita,0.109014569858232
cmt,jam,0.519436179757872
cmt,jor,0.858007114567223
cmt,jpn,0.720051702973405
cmt,kaz,0.0643042847369253
cmt,ken,0.0219782413752785
cmt,kgz,0.521419608795214
cmt,khm,0.862017531908007
cmt,kor,0.0331949870892304
cmt,kwt,0.456724994508991
cmt,lao,0.0421688538842132
cmt,lka,0.711465725429052
cmt,ltu,0.909567878571434
cmt,lux,0.826811421325018
cmt,lva,0.157393561209603
cmt,mar,0.407454544613772
cmt,mdg,0.17553367049875
cmt,mex,0.852300521020399
cmt,mlt,0.351540379508317
cmt,mng,0.396097338741717
cmt,moz,0.419087870076656
cmt,mus,0.634386930251926
cmt,mwi,0.969360128728146
cmt,mys,0.911521017334342
cmt,nam,0.515047727703609
cmt,nga,0.536716233007349
cmt,nic,0.242029959370051
cmt,nld,0.23306365536481
cmt,nor,0.464528213070609
cmt,npl,0.351196196206799
cmt,nzl,0.83944632096599
cmt,omn,0.0115012606896244
cmt,pak,0.754824860723902
cmt,pan,0.221667283499223
cmt,per,0.104363877918356
cmt,phl,0.332279084893822
cmt,pol,0.683589444260223
cmt,pri,0.145342741208028
cmt,prt,0.199149612088754
cmt,pry,0.0718833786438818
cmt,qat,0.585818762287978
cmt,rou,0.386879782106815
cmt,rus,0.330758671953985
cmt,rwa,0.927121354772656
cmt,sau,0.496158713171988
cmt,sen,0.318227545886118
cmt,sgp,0.814480993703764
cmt,slv,0.352830192553498
cmt,svk,0.946324001328735
cmt,svn,0.946803200287547
cmt,swe,0.922423302614073
cmt,tgo,0.353834643348397
cmt,tha,0.64762246142943
cmt,tto,0.114060893350545
cmt,tun,0.971244058488734
cmt,tur,0.281712615865109
cmt,twn,0.574645264546183
cmt,tza,0.983017797776517
cmt,uga,0.474924100636156
cmt,ukr,0.988183120771221
cmt,ury,0.845454785120987
cmt,usa,0.685087616563262
cmt,ven,0.9061173970794
cmt,vnm,0.497350365946752
cmt,xac,0.84437809154659
cmt,xca,0.538568272717372
cmt,xcb,0.148516746646235
cmt,xcf,0.0539883079798565
cmt,xea,0.325025863592109
cmt,xec,0.38047292852596
cmt,xee,0.902046435511255
cmt,xef,0.126604863727841
cmt,xer,0.670417740448376
cmt,xna,0.180609668429683
cmt,xnf,0.112191995571708
cmt,xoc,0.768097307125636
cmt,xsa,0.382027600330561
cmt,xsc,0.778092952635624
cmt,xse,0.886143543642544
cmt,xsm,0.325372535848197
cmt,xsu,0.579476425017266
cmt,xtw,0.156654717257477
cmt,xwf,0.770374400904467
cmt,xws,0.933014922125773
cmt,zaf,0.639221093533775
cmt,zmb,0.121754067523958
cmt,zwe,0.861919742768889
cns,alb,0.60047731843259
cns,are,0.42408861519959
cns,arg,0.849205755839767
cns,arm,0.0836964545897139
cns,aus,0.965003918298013
cns,aut,0.298317778489242
cns,aze,0.576606713250864
cns,bel,0.709784929285877
cns,ben,0.793091388215972
cns,bfa,0.308246699294877
cns,bgd,0.751424724799078
cns,bgr,0.118931428430996
cns,bhr,0.718712018868911
cns,blr,0.639172076495544
cns,bol,0.987992509226275
cns,bra,0.679230457097424
cns,brn,0.163412737415287
cns,bwa,0.777183310753606
cns,can,0.908798699408651
cns,che,0.695250563592406
cns,chl,0.346828190134345
cns,chn,0.700530534726363
cns,civ,0.138779991526965
cns,cmr,0.137583302169858
cns,col,0.983730646705275
cns,cri,0.0646314167205852
cns,cyp,0.801159616410963
cns,cze,0.246481017362873
cns,deu,0.465868966564096
cns,dnk,0.185302857464403
cns,dom,0.0828950573186484
cns,ecu,0.657076568399766
cns,egy,0.55179276122534
cns,esp,0.0171144905004638
cns,est,0.028548547792499
cns,eth,0.0930805597709857
cns,fin,0.366407419707762
cns,fra,0.0868006030592244
cns,gbr,0.169282489966795
cns,geo,0.832506042045758
cns,gha,0.478543054084636
cns,gin,0.156256182079929
cns,grc,0.437817672540718
cns,gtm,0.350720842438325
cns,hkg,0.212601427830439
cns,hnd,0.852735404480701
cns,hrv,0.857416228370492
cns,hun,0.567969538213692
cns,idn,0.367254704081017
cns,ind,0.46432007965802
cns,irl,0.999281949177434
cns,irn,0.322377092062065
cns,isr,0.500604958565095
cns,ita,0.505956879811021
cns,jam,0.906304754822652
cns,jor,0.0870097565008094
cns,jpn,0.751450895609227
cns,kaz,0.574322442016231
cns,ken,0.349146790315625
cns,kgz,0.0520014731027163
cns,khm,0.735677436363045
cns,kor,0.472236150306922
cns,kwt,0.880762895343979
cns,lao,0.731451147964469
cns,lka,0.557315587735869
cns,ltu,0.943966399066366
cns,lux,0.887776610531185
cns,lva,0.710076824750867
cns,mar,0.313544793463988
cns,mdg,0.947267792179676
cns,mex,0.244130535512913
cns,mlt,0.736813238999605
cns,mng,0.903259704006626
cns,moz,0.0276150475696285
cns,mus,0.4324006265994
cns,mwi,0.763921975240648
cns,mys,0.190175238888141
cns,nam,0.258460361294715
cns,nga,0.362517781157565
cns,nic,0.374103144535741
cns,nld,0.0989015413857572
cns,nor,0.674633851840008
cns,npl,0.507922525745264
cns,nzl,0.213588873175023
cns,omn,0.801130920790397
cns,pak,0.769840901292265
cns,pan,0.483041078114678
cns,per,0.835419275126943
cns,phl,0.936750519068104
cns,pol,0.0355333061236837
cns,pri,0.787986030167153
cns,prt,0.270389548717449
cns,pry,0.212637443398874
cns,qat,0.811012283238846
cns,rou,0.544059989856912
cns,rus,0.280610062774507
cns,rwa,0.612729874372037
cns,sau,0.421546242170043
cns,sen,0.00291151036511794
cns,sgp,0.355495982572346
cns,slv,0.539698706522928
cns,svk,0.122934320700528
cns,svn,0.967828709440282
cns,swe,0.605896190926629
cns,tgo,0.851228188122348
cns,tha,0.177508096458888
cns,tto,0.660334511677157
cns,tun,0.340954884128708
cns,tur,0.0948681939980273
cns,twn,0.177150143115166
cns,tza,0.542771286247514
cns,uga,0.984415986981699
cns,ukr,0.15456687389839
cns,ury,0.166838796651785
cns,usa,0.813104445132017
cns,ven,0.28059762009713
cns,vnm,0.482199702272771
cns,xac,0.138903757994357
cns,xca,0.24710712215035
cns,xcb,0.060226010904307
cns,xcf,0.91658030085268
cns,xea,0.853043662551893
cns,xec,0.0678673941007848
cns,xee,0.888405243155871
cns,xef,0.467987377964016
cns,xer,0.428495547217665
cns,xna,0.473744610211239
cns,xnf,0.648704874244243
cns,xoc,0.534646657270955
cns,xsa,0.731189842193518
cns,xsc,0.565117393716816
cns,xse,0.589297204355716
cns,xsm,0.790942426470313
cns,xsu,0.276939991228298
cns,xtw,0.0506995647627794
cns,xwf,0.879996860552707
cns,xws,0.640445453127358
cns,zaf,0.571663073686437
cns,zmb,0.063869883002255
cns,zwe,0.381651159106801
coa,alb,0.512191802044692
coa,are,0.109822497782874
coa,arg,0.498335118377533
coa,arm,0.453561902519572
coa,aus,0.373882220597494
coa,aut,0.179388360308373
coa,aze,0.259069859237137
coa,bel,0.320250238705664
coa,ben,0.22144268969176
coa,bfa,0.369867374128292
coa,bgd,0.750715362036528
coa,bgr,0.361792708644624
coa,bhr,0.806165026752112
coa,blr,0.229677392160296
coa,bol,0.764795873034216
coa,bra,0.178680495807999
coa,brn,0.0704121177837782
coa,bwa,0.433278142108226
coa,can,0.430369867145614
coa,che,0.6704986431134
coa,chl,0.411663639435252
coa,chn,0.433848708284272
coa,civ,0.00234814772185281
coa,cmr,0.0658536151844844
coa,col,0.63040783369193
coa,cri,0.766932923420957
coa,cyp,0.0576035245040286
coa,cze,0.0677488635183653
coa,deu,0.660029576092561
coa,dnk,0.421415481251366
coa,dom,0.431833781282379
coa,ecu,0.49511629662311
coa,egy,0.894615968280786
coa,esp,0.337295843610525
coa,est,0.067321227130087
coa,eth,0.0409467837097403
coa,fin,0.976123042044912
coa,fra,0.0439846777918508
coa,gbr,0.901402219795793
coa,geo,0.208900594528692
coa,gha,0.354162244252029
coa,gin,0.179532057271567
coa,grc,0.647131628179608
coa,gtm,0.196198672859234
coa,hkg,0.419269245248564
coa,hnd,0.967796911823296
coa,hrv,0.670997017732586
coa,hun,0.0895831790639912
coa,idn,0.623520637723273
coa,ind,0.885122305792035
coa,irl,0.310837366424963
coa,irn,0.821942865533883
coa,isr,0.395449177020451
coa,ita,0.979741789438686
coa,jam,0.725350684923973
coa,jor,0.647836220717534
coa,jpn,0.122607788487398
coa,kaz,0.402699137768394
coa,ken,0.409234662384277
coa,kgz,0.459479515874663
coa,khm,0.595292478215645
coa,kor,0.321297268318797
coa,kwt,0.0444879404477291
coa,lao,0.27542021531182
coa,lka,0.527044634481204
coa,ltu,0.780380089311219
coa,lux,0.961573344251593
coa,lva,0.40456819433741
coa,mar,0.298255339257088
coa,mdg,0.432617844346923
coa,mex,0.634971149123769
coa,mlt,0.90651650804597
coa,mng,0.467711918446732
coa,moz,0.699347207492994
coa,mus,0.986062139857491
coa,mwi,0.29295459990436
coa,mys,0.659062945299952
coa,nam,0.0808255030026298
coa,nga,0.747788342847856
coa,nic,0.368314497444339
coa,nld,0.859507754171625
coa,nor,0.844006132536527
coa,npl,0.409622160945874
coa,nzl,0.520649083408359
coa,omn,0.686816977821299
coa,pak,0.599789908994401
coa,pan,0.459331177674762
coa,per,0.208543556440387
coa,phl,0.98370337623821
coa,pol,0.97255416571045
coa,pri,0.247235266290691
coa,prt,0.554504190615072
coa,pry,0.426239585105508
coa,qat,0.947193054857684
